class	method	ghidra_addr	body	callees
ParticleSystemMesh	updateSingle	00196870	362	9
ParticleSystemMesh	getQuadCount	001969ec	6	0
(free)	inflateReset	001969f4	64	0
(free)	inflatePrime	00196a34	54	0
(free)	inflateInit2_	00196a6c	152	2
(free)	inflateInit_	00196b0c	12	0
(free)	inflate	00196b18	4206	8
(free)	inflateEnd	00197cd6	46	0
(free)	inflateSetDictionary	00197d04	138	3
(free)	inflateGetHeader	00197d8e	26	0
(free)	inflateSync	00197da8	232	3
(free)	inflateSyncPoint	00197ede	30	0
(free)	inflateCopy	00197efc	206	2
(free)	compress2	00197fcc	128	4
(free)	compress	00198054	20	1
(free)	compressBound	00198068	12	0
(free)	deflateInit_	00198074	32	1
(free)	deflateInit2_	00198094	404	3
(free)	deflateEnd	00198234	144	0
(free)	deflateReset	001982cc	186	4
(free)	deflateSetDictionary	0019838c	194	2
(free)	deflateSetHeader	0019844e	24	0
(free)	deflatePrime	00198466	38	0
(free)	deflateParams	0019848c	144	1
(free)	deflate	00198520	1714	8
(free)	deflateTune	00198be4	28	0
(free)	deflateBound	00198c00	42	0
(free)	deflateCopy	00198c8e	280	3
(free)	get_crc_table	0019989c	6	0
(free)	crc32	001998a8	638	0
(free)	crc32_combine	00199b2c	198	2
(free)	inflateBackInit_	00199c34	138	1
(free)	inflateBack	00199cc8	2482	4
(free)	inflateBackEnd	0019a6d0	32	0
(free)	zlibVersion	0019a6f0	6	0
(free)	zError	0019a700	16	0
(free)	zcalloc	0019a714	10	0
(free)	zcfree	0019a71c	6	0
(free)	inflate_table	0019a724	908	1
(free)	uncompress	0019aac4	134	4
(free)	_tr_init	0019ab54	72	1
(free)	_tr_stored_block	0019ac00	248	1
(free)	_tr_align	0019acf8	276	1
(free)	_tr_flush_block	0019ae78	944	7
(free)	_tr_tally	0019b944	162	0
(free)	inflate_fast	0019bf08	960	0
(free)	adler32	0019c2d4	516	1
(free)	adler32_combine	0019c4d8	112	1
(free)	_zip_memdup	0019c550	56	3
(free)	zip_add	0019c588	38	1
(free)	_zip_filerange_crc	0019c5ac	178	6
(free)	zip_get_name	0019c664	10	0
(free)	_zip_get_name	0019c66c	90	1
(free)	zip_file_strerror	0019c6c8	6	0
(free)	zip_fopen_index	0019c6d0	456	11
(free)	_zip_file_fillbuf	0019c8ac	158	4
(free)	zip_source_buffer	0019c94c	114	5
(free)	zip_error_clear	0019ca4c	6	0
(free)	zip_get_archive_comment	0019ca54	44	0
(free)	zip_source_file	0019ca80	52	2
(free)	_zip_set_name	0019cab4	136	4
(free)	zip_file_error_get	0019cb3c	6	0
(free)	_zip_file_get_offset	0019cb44	138	6
(free)	zip_unchange	0019cbd4	8	0
(free)	_zip_unchange	0019cbda	156	5
(free)	_zip_new	0019cc78	74	3
(free)	zip_close	0019ccc4	2492	43
(free)	zip_add_dir	0019d6f0	156	8
(free)	zip_error_get_sys_type	0019d78c	34	0
(free)	zip_set_archive_comment	0019d7b8	80	3
(free)	zip_name_locate	0019d808	10	0
(free)	_zip_name_locate	0019d810	184	4
(free)	zip_unchange_archive	0019d8d0	30	1
(free)	zip_source_free	0019d8f0	32	0
(free)	zip_get_num_files	0019d910	12	0
(free)	zip_source_filep	0019d91c	54	2
(free)	_zip_source_file_or_p	0019d954	146	5
(free)	_zip_error_clear	0019db24	8	0
(free)	_zip_error_copy	0019db2c	10	0
(free)	_zip_error_fini	0019db36	18	1
(free)	_zip_error_get	0019db48	34	1
(free)	_zip_error_init	0019db6a	10	0
(free)	_zip_error_set	0019db74	8	0
(free)	zip_strerror	0019db7c	8	0
(free)	_zip_entry_new	0019db84	118	3
(free)	zip_get_archive_flag	0019dbfc	20	0
(free)	zip_set_archive_flag	0019dc10	18	0
(free)	_zip_unchange_data	0019dc24	44	1
(free)	zip_fread	0019dc50	274	4
(free)	zip_rename	0019dd6c	130	3
(free)	zip_source_zip	0019ddec	316	8
(free)	zip_stat_index	0019e020	202	2
(free)	zip_source_function	0019e0ec	58	2
(free)	zip_replace	0019e128	48	2
(free)	_zip_replace	0019e158	106	3
(free)	zip_delete	0019e1c4	72	2
(free)	zip_set_file_comment	0019e20c	116	3
(free)	zip_stat	0019e280	54	1
(free)	zip_get_file_comment	0019e2b4	96	1
(free)	_zip_mkstemp	0019e314	322	6
(free)	_zip_entry_free	0019e468	42	1
(free)	zip_open	0019e490	1174	30
(free)	zip_error_get	0019eb78	8	0
(free)	zip_fclose	0019eb80	110	2
(free)	_zip_cdir_free	0019ebf0	70	2
(free)	_zip_dirent_finalize	0019ec3c	42	1
(free)	_zip_cdir_grow	0019ec6c	68	2
(free)	_zip_cdir_new	0019ecb0	98	3
(free)	_zip_cdir_write	0019ed14	184	8
(free)	_zip_dirent_write	0019edd8	322	8
(free)	_zip_dirent_init	0019ef86	42	0
(free)	_zip_dirent_read	0019efb0	706	9
(free)	_zip_read2	0019f284	12	0
(free)	_zip_read4	0019f290	12	0
(free)	_zip_dirent_torrent_normalize	0019f380	166	5
(free)	_zip_free	0019f458	132	5
(free)	zip_file_error_clear	0019f4dc	8	0
(free)	zip_error_to_str	0019f4e4	146	3
(free)	zip_stat_init	0019f590	26	0
(free)	zip_fopen	0019f5c0	36	1
(free)	zip_unchange_all	0019f5e4	50	2
(free)	_zip_error_strerror	0019f618	242	7
(free)	SHA224_Init	0019f730	132	1
(free)	SHA256_Init	0019f7b4	132	1
(free)	SHA256_Update	0019f838	272	3
(free)	SHA256_Transform	0019f94c	8	1
(free)	SHA256_Final	0019f954	1048	3
(free)	SHA224	0019fd6c	96	4
(free)	SHA256	0019fdd0	100	4
(free)	OPENSSL_atomic_add	0019fe40	28	0
(free)	OPENSSL_cleanse	0019fe5c	84	0
(free)	CRYPTO_memcmp	0019feb0	56	0
(free)	_armv7_neon_probe	0019ff00	8	0
(free)	_armv7_tick	0019ff08	8	0
(free)	_armv8_aes_probe	0019ff10	8	0
(free)	_armv8_sha1_probe	0019ff18	8	0
(free)	_armv8_sha256_probe	0019ff20	8	0
(free)	_armv8_pmull_probe	0019ff28	8	0
(free)	OPENSSL_wipe_cpu	0019ff30	88	0
(free)	OPENSSL_instrument_bus	0019ff88	8	0
(free)	OPENSSL_instrument_bus2	0019ff90	8	0
(free)	sha256_block_data_order	001a00e0	4068	0
(free)	sha256_block_data_order_neon	001a0ef0	3048	0
(free)	__cxa_end_cleanup	001a1d20	12	2
(free)	__cxa_allocate_exception	001a1d30	38	3
(free)	__cxa_free_exception	001a1d5a	12	1
(free)	__cxa_allocate_dependent_exception	001a1d6a	30	3
(free)	__cxa_throw	001a1d8c	116	6
(free)	__cxa_begin_cleanup	001a1e18	74	2
(free)	__cxa_begin_catch	001a1ecc	100	2
(free)	__cxa_end_catch	001a1f3c	128	3
(free)	__cxa_decrement_exception_refcount	001a1fc4	62	0
(free)	__cxa_current_exception_type	001a2004	46	1
(free)	__cxa_rethrow	001a203c	86	5
(free)	__cxa_increment_exception_refcount	001a209c	28	0
(free)	__cxa_current_primary_exception	001a20b8	84	1
(free)	__cxa_rethrow_primary_exception	001a2118	108	5
(free)	__cxa_uncaught_exception	001a21b4	16	1
(free)	__cxa_uncaught_exceptions	001a21c4	18	1
(free)	__cxa_get_globals	001a21dc	58	4
(free)	__cxa_get_globals_fast	001a2224	40	2
(free)	__cxa_guard_acquire	001a22a8	96	4
(free)	__cxa_guard_release	001a231c	66	4
(free)	__cxa_guard_abort	001a2374	66	4
std	get_unexpected	001a23cc	14	0
std	terminate	001a23e0	74	2
std	unexpected	001a2448	20	1
std	get_terminate	001a2460	14	0
std	set_new_handler	001a24a8	30	0
std	get_new_handler	001a24cc	14	0
(free)	__gxx_personality_v0	001a24e0	336	7
(free)	__cxa_call_unexpected	001a2a14	98	5
(free)	__cxa_pure_virtual	001a2d68	12	1
(free)	__cxa_deleted_virtual	001a2d78	12	1
(free)	__dynamic_cast	001a362c	204	2
std::exception	what	001a3c18	6	0
std::bad_exception	what	001a3c28	6	0
std::bad_alloc	bad_alloc	001a3c34	12	0
std::bad_alloc	what	001a3c48	6	0
std::bad_array_new_length	bad_array_new_length	001a3c54	12	0
std::bad_array_new_length	what	001a3c68	6	0
std::bad_array_length	bad_array_length	001a3c74	12	0
std::bad_array_length	what	001a3c88	6	0
(free)	operator.new	001a3c94	60	5
(free)	operator.new	001a3cd8	10	1
(free)	operator.new[]	001a3cf2	14	1
(free)	operator.new[]	001a3cf6	10	1
(free)	operator.delete[]	001a3d24	14	1
(free)	operator.new	001a3d28	116	6
(free)	operator.new	001a3da8	10	1
(free)	operator.new[]	001a3dc2	14	1
(free)	operator.new[]	001a3dc6	10	1
(free)	operator.delete	001a3de0	14	1
(free)	operator.delete	001a3de8	6	0
(free)	operator.delete[]	001a3dee	14	1
(free)	operator.delete[]	001a3df6	8	0
std::bad_cast	bad_cast	001a3e04	12	0
std::bad_cast	~bad_cast	001a3e18	16	1
std::bad_cast	what	001a3e28	6	0
std::bad_typeid	bad_typeid	001a3e34	12	0
std::bad_typeid	~bad_typeid	001a3e44	14	1
std::bad_typeid	~bad_typeid	001a3e48	26	2
std::bad_typeid	what	001a3e58	6	0
std	set_unexpected	001a3ec4	38	0
std	set_terminate	001a3ef4	38	0
(free)	__cxa_demangle	001a4030	528	12
